,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
Mountain,0.11200723,-0.15538552,0.15569066,-0.07698027,0.0589266,0.10775467,-0.026656205,0.08068734,0.09827177,-0.031655893,-0.08832997,0.0017223406,0.041532215,-0.054290023,0.10013744,0.040214796,0.03187355,0.10991735,-0.09484063,-0.02876777,-0.10527613,-0.2113818,-0.030899715,0.11961872,0.03454577,-0.037295736,-0.0053812377,0.066259764,0.19490618,-0.06478974,-0.09303194,0.13271064,0.025252953,0.065497085,-0.15781449,0.016788408,0.018615972,0.060001742,-0.04152541,0.12716967,0.101486996,-0.102811374,0.099955775,0.110736825,-0.10678554,0.2416042,-0.069529295,-0.011357106,0.06672587,0.033770498,-0.12880014,0.12420255,0.17428921,-0.02307176,0.037298065,0.14753944,0.04665351,-0.11094372,-0.06743499,-0.04735708,-0.22502953,0.0041563334,0.059971467,0.17815822,-0.10493947,0.015080795,0.0728985,-0.014995048,-0.0770506,0.025882456,-0.07099489,0.04027342,0.13116676,0.09808886,-0.082476266,0.079038106,0.038943477,-0.06701162,-0.08178743,-0.05427299,-0.11134121,-0.0600721,-0.013057049,-0.22957367,-0.020700617,0.17986704,0.20154972,0.17383192,-0.077668026,-0.14085495,0.06596744,-0.015018263,0.0072230045,-0.06088304,-0.028058067,0.081891604,-0.057761036,-0.23844919,0.01073215,0.17713742,-0.012359577,0.23275535,0.08266328,-0.09391747,0.103621565,0.056552295,-0.22978443,-0.3355143,-0.21558203,0.05814812,0.125302,-0.027687179,0.11634017,0.10446211,-0.05772981,0.043238457,0.10760536,-0.044390026,-0.069302775,0.05876977,-0.037105978,0.12197054,0.16792622,-0.041043907,-0.01460756,0.21387623,-0.043438785,-0.12642199,-0.15647464,-0.12982707,-0.102490164,0.08959025,0.056932945,0.018594945,0.03832128,0.080649026,-0.059130814,0.0558033,-0.029669248,-0.040763024,-0.2807921,0.013311333,0.078366205,-0.12041984,-0.17758606,-0.07098166,0.042810407,-0.2744973,-0.009557056,-0.03487061,-0.011575323,0.018569058,-0.020934185,0.030384019,-0.095772885,0.013295708,0.0029945197,0.120455764,-0.08325737,0.10514329,0.020625154,0.33202025,0.014888542,0.14753968,-0.16344732,0.06980284,-0.10375831,-0.037053682,-0.13660516,-0.009025009,-0.02806684,-0.06426902,0.11911998,0.03515312,-0.09397042,0.010197396,0.036367413,-0.10426202,-0.019522898,-0.030887974,-0.053495374,0.06579862,0.013644551,-0.10027248,0.053569376,0.016635673,0.06839632,-0.105171815,0.11898485,-0.11207174,-0.08671984,0.15041031,-0.17063145,-0.05430803,0.06985218,0.0933897,-0.087385096,0.12439001,0.14169636,0.06401924,-0.08983948,0.049113985,-0.0667693,-0.039142914,-0.029487466,-0.0545819,-0.10968837,0.032393634,0.09384881,-0.012766777,0.22928438,-0.0030662513,0.10747741,-0.015682992,-0.0102800485,-0.08601117,-0.26932618,0.09817043,-0.17583825,-0.15311325,0.0784409,0.016552499,-0.08724342,0.15897956,0.047307488,0.06030362,-0.10549425,0.03504479,0.12387664,0.13020375,-0.17218137,0.17279592,0.2107473,0.13900816,0.03823464,0.038493622,0.09201148,-0.046501618,-0.02816621,-0.06372478,0.017793022,-0.13867135,0.028986966,-0.009651014,-0.10713802,-0.079271585,-0.12858267,0.060420148,-0.107239075,0.009313092,-0.1129323,0.09705169,-0.034904566,0.018220851,0.24144702,0.051457528
Plains,-0.04309849,-0.2760002,0.034956794,-0.09353081,0.05574786,0.069723934,0.036659554,-0.012299474,-0.074539386,0.03314277,0.018215295,0.006385998,-0.023943663,0.16579169,0.0274099,0.08942936,0.021843579,0.09924201,-0.11910967,0.047954004,-0.06545922,-0.035396546,-0.05636183,0.14604354,-0.06783789,-0.033110734,-0.010035205,0.06614114,0.24180833,-0.009687115,-0.14902927,0.12069069,-0.015537727,-0.034662522,-0.10179182,-0.057203278,0.090622,0.1310504,-0.013326911,0.11272543,-0.040630173,0.12663071,0.2657674,0.18727314,-0.12978911,0.05259907,-0.0980321,0.059580784,0.1377951,-0.015020727,-0.10709296,0.08331195,0.073042385,0.16625065,0.0966445,-0.21019724,0.03885819,-0.047430746,-0.06037424,0.008488213,0.12394654,-0.03844353,-0.07410796,0.1406897,-0.08489855,-0.022647262,0.13049588,0.053310134,-0.015121025,-0.11234261,0.06948776,-0.10174703,-0.023325669,-0.016950432,-0.08996306,0.032469053,-0.12465919,-0.14648771,-0.036478285,0.06785009,-0.01843182,-0.0311392,0.003219686,-0.16560462,0.017351266,0.082119964,0.102861434,0.007225519,-0.118845075,0.016913667,0.054207653,-0.11213263,-0.05529871,-0.013189723,-0.068158634,0.0035481672,-0.11054813,-0.19773589,0.0036338654,0.068244494,0.0055459104,0.13452725,0.04150842,0.022437716,0.0122318985,0.035978917,-0.1346021,-0.10400215,-0.037143458,-0.03232412,0.042501464,-0.09187585,-0.02267904,0.13050619,-0.06638197,-0.12498304,0.031370137,-0.068320245,-0.0428578,-0.00095946144,-0.09317127,-0.14795369,0.10147781,0.01899971,-0.12919168,0.12367381,-0.08605617,-0.047743537,-0.15892063,-0.029860366,0.060798496,0.01875805,0.054072402,0.047493394,0.13833544,-0.08693195,-0.2043227,0.053907778,0.014038883,-0.06349699,-0.045575473,0.08064804,0.016778741,0.106136076,0.02814532,0.039237965,-0.12891509,-0.1284421,-0.04607555,-0.15852936,0.0005345694,-0.07042928,-0.026917746,0.012918109,-0.056436498,-0.15955435,-0.0022442956,-0.034927804,-0.115459844,0.027737994,0.08276022,0.104266025,0.034760598,0.1515513,-0.16779758,-0.053467527,-0.13467744,-0.038246833,-0.07679593,0.13303092,0.07254545,-0.033456545,-0.058329217,-0.03254091,0.087108105,0.043629788,-0.07397217,0.027769675,0.06997208,0.11334564,-0.11734269,0.14425643,-0.18110923,-0.08488399,-0.092170104,0.04225727,-0.032291885,-0.07500468,0.06385891,-0.034629066,0.18543848,0.10300364,0.10398987,-0.09377665,-0.03906957,-0.0419673,0.088733606,0.089451715,0.116504915,0.05260689,0.10193705,0.023334237,-0.098153844,0.114130616,0.11602742,0.10953826,0.03233724,0.042924296,-0.019187331,0.0047268653,-0.06416215,0.0032785945,-0.06913914,0.17448479,-0.01641021,-0.20022355,-0.14917943,0.24459116,0.02503342,-0.11154716,0.057895143,-0.12363851,-0.016762434,-0.06902782,-0.0031067242,-0.21333392,0.011913378,0.014915613,0.08495423,0.1478035,0.0316931,0.027207794,0.10487815,0.17546391,0.037567273,0.056038536,0.20072621,-0.0037966077,-0.020338507,0.062460303,0.0154413665,-0.05740705,0.060228318,-0.04012137,-0.07230526,-0.112814836,0.009372549,0.09141438,-0.16631521,0.04071711,-0.0034233166,0.11306463,-0.055028923,0.113175415,0.1291849,0.028680831
Forest,-0.08643664,-0.174909,-0.04847569,-0.10687283,-0.0241147,-0.06166453,0.048485033,0.046667326,0.15148674,-0.019630222,0.16930139,0.083323166,-0.06817472,0.15559044,0.013442687,-0.094810754,-0.06055109,-0.20847012,-0.15403496,0.0109892115,-0.068708956,-0.16517109,0.09049674,-0.0085763,0.032538492,-0.07917632,0.013347731,0.12391082,0.18485117,0.071942426,-0.09068598,0.09373857,0.08733408,-0.079781316,-0.022849135,0.086217344,-0.09010699,-0.04075334,-0.04250364,0.04233468,0.12593283,0.01771897,0.10115207,0.09573179,-0.010414012,0.03468971,-0.034653377,-0.0012569161,-0.0635335,-0.075450644,-0.17464954,0.012331841,-0.07733847,0.054646432,0.08449228,0.20538242,0.060219686,-0.083963886,0.037779413,0.008469603,-0.111207895,0.025129132,0.124129966,-0.20041864,-0.043288648,-0.09485331,0.09685818,-0.043948695,0.03917055,-0.03152989,0.025643144,-0.113120995,0.04233916,0.05398549,0.068820976,-0.078438655,0.041253578,-0.081433184,0.051202495,-0.0100593,-0.1175372,-0.057033118,-0.0081524495,-0.120702244,0.06732681,0.11020725,0.109984666,0.15440083,-0.00017642158,-0.09022789,-0.07892883,-0.03995044,-0.24628839,-0.036335073,-0.112796254,0.094896965,0.06738281,-0.25354955,0.115123205,0.082464635,-0.08012527,0.36558923,0.10769766,-0.028895099,-0.0053064064,0.0121212965,-0.11971731,-0.13684662,-0.16708511,0.18196458,0.1792799,0.0074673826,0.16046153,0.036049567,-0.090988606,-0.12909444,0.13680296,0.03566074,0.07172647,0.115229435,0.00960273,-0.012149836,0.23211573,-0.11838512,-0.12171764,0.024763336,-0.045684043,0.015184027,-0.09155898,-0.047991455,-0.008371645,0.18634893,-0.022801794,0.020148134,0.031411137,0.10916168,-0.031318575,0.029256465,0.068534516,-0.11750649,-0.07666646,0.042796247,0.04907976,0.09403155,-0.2506527,-0.021303495,0.113303825,-0.1390963,0.1146248,-0.16355328,0.048103303,0.22403075,-0.16608283,0.020940732,0.025342982,-0.0610329,-0.08257731,0.117527284,-0.09031256,0.119921066,0.0011205218,0.100145556,-0.09340862,0.097638205,-0.09438349,0.18668704,0.020567149,-0.09906824,-0.073071055,-0.060239367,-0.009634916,-0.054307345,0.0013834608,-0.0057459613,0.06726352,-0.027595488,0.079752594,0.045567792,-0.0043111094,0.04789745,-0.0442795,0.06600463,-0.17732485,-0.06630146,-0.15793681,-0.10214488,0.0104671605,-0.07190287,0.02613921,-0.11843711,-0.008524479,0.24522565,-0.19443701,-0.0060475604,0.18733917,0.035837144,-0.11889675,0.20004116,0.006191821,0.1552883,-0.09599076,0.09187816,-0.00031203756,-0.054030072,-0.034351435,-0.0633252,-0.01144224,0.039318725,0.044824928,0.023759698,0.08253593,-0.1472372,-0.008764732,-0.07236911,-0.009044877,-0.047237035,-0.15832745,0.1979779,-0.09396639,-0.0102231605,-0.12314009,-0.162702,-0.05912982,-0.004708758,0.039582107,-0.058921494,-0.047369048,0.16941199,-0.06787391,0.17111446,-0.03777504,0.036476873,0.11099449,0.19487853,-0.011925482,0.100029625,-0.029485265,0.019282231,-0.04637187,-0.14116222,-0.05246204,-0.030863801,-0.0042772833,-0.009600966,0.06211306,-0.019563077,-0.008702512,0.12618464,0.06371511,-0.045477472,-0.010379582,-0.07871641,0.08908442,0.07766279,0.18673284,0.07795165
Swamp,0.108156785,-0.04973434,0.08061915,0.050781246,0.0026276724,-0.03839171,0.028194893,-0.03578591,-0.03423382,-0.035841692,0.13473535,0.15689987,-0.057349738,-0.023907539,5.3054682e-05,0.008036459,0.0075219017,-0.13102771,-0.02236036,0.015725048,0.013244377,-0.0435046,-0.0022506556,-0.06985392,-0.008806192,-0.075056456,0.07153989,-0.0036331143,0.26141235,0.050795317,-0.050535243,0.042487442,0.11113136,-0.04547583,-0.0012674837,0.049901277,-0.046094015,0.014340617,0.080704324,0.044218644,-0.044168483,0.06455571,0.08458988,0.058101088,-0.00817276,0.015209021,-0.0011663534,0.06800308,0.012950626,-0.04105207,-0.027788436,0.17486069,-0.08579622,0.08098303,0.0808526,0.0019034267,0.08517835,0.048190996,0.098095484,0.042637892,0.21394356,-0.0023559104,-0.029440163,-0.06646801,-0.1572906,0.009527158,0.01480509,0.092108235,-0.0099419365,-0.24376002,-0.0031281044,0.049317062,-0.058327667,0.048320387,0.05007787,0.039961662,-0.045780074,-0.021365333,-0.050600052,0.05278206,0.041016616,-0.057448108,0.023731826,-0.08896056,0.07968351,0.21866228,0.091666795,-0.042224552,-0.09308396,-0.14439453,0.0074744136,-0.10594594,0.08949112,-0.103724696,-0.18361917,0.093246154,-0.002426123,-0.091203324,0.35425863,-0.046936862,-0.107288584,-0.0054552685,-0.010358838,0.041772325,0.10445317,-0.018407803,-0.12958655,-0.06984154,-0.1384354,0.070733346,0.19523671,-0.1306449,0.18230653,-0.08476257,-0.095363975,-0.19456464,-0.017252032,-0.018017806,-0.08834683,-0.0828555,0.0049063955,-0.1272628,0.08654675,-0.10737397,-0.17784122,0.014481101,0.038579036,-0.030937146,-0.104081586,0.052630994,0.066839516,0.0351189,-0.03153314,0.09696389,-0.07352496,-0.008194383,-0.13977177,0.082740754,0.005627513,0.023744833,0.0008506004,0.06866459,-0.07505999,-0.021932332,-0.1571779,-0.06628872,0.054430585,-0.10611718,0.09502593,-0.053342044,-0.019065894,0.033726428,-0.08031469,0.12948549,0.058425713,-0.09277262,-0.051001687,-0.045415953,-0.034507092,-0.041273534,-0.00022119877,0.14928932,0.020574061,0.03814949,-0.002057233,0.018924514,-0.015204492,0.035050068,0.05231509,-0.052957915,0.05699505,0.027247721,-0.10270214,0.0654141,0.11855901,0.014494121,-0.0059697065,0.031669028,0.009289974,0.07754608,-0.008761689,0.12462853,-0.058745474,-0.023904726,0.02514335,0.064479195,-0.035461422,0.12140952,-0.0054045827,0.09291167,0.05584763,-0.03013926,0.028325183,-0.022185069,0.03868336,-0.047144294,0.023147956,0.118296325,0.064337425,0.2932263,-0.21024884,-0.0056339772,0.03293661,-0.0054760785,-0.07448108,-0.0745604,-0.06271973,0.01929547,-0.063771345,0.15313984,-0.003725807,0.10720549,-0.15082341,-0.001361121,-0.055319875,-0.0351348,-0.024132162,0.2083145,0.06892934,-0.15008868,-0.0062089795,-0.14831255,0.07255137,-0.20052923,0.10732323,-0.03174249,-0.112963334,-0.038664576,-0.06456653,0.09529876,0.056461018,-0.0076602027,0.11931043,0.08558267,-0.049779247,-0.034126848,-0.02523536,-0.05012968,0.12718764,0.105365984,-0.008754582,-0.0381841,0.0911966,-0.08560803,0.15451396,-0.13756615,-0.041902874,0.0029767142,0.1884695,-0.01767933,0.03935688,-0.012696845,0.020443927,0.044361506,0.060875956,0.10081264
Island,0.21459813,-0.071658365,0.20249316,-0.1822745,-0.059299137,0.072253354,-0.20107014,-0.04130878,-0.04922722,-0.0397337,0.14523588,0.24231727,-0.085864894,0.014792204,-0.07800164,0.0031567116,0.12684017,0.0723074,0.07414246,-0.034735087,-0.027908128,0.16132306,0.059657883,-0.031200929,-0.028221786,0.010517312,0.0030726723,-0.09935307,0.11986761,-0.02720596,-0.028772207,0.008002054,0.023925358,-0.057142712,-0.028372291,0.023807999,-0.027503427,0.067343,-0.11723283,-0.0018928533,0.03436782,-0.048654903,0.14818455,-0.04610202,-0.13684784,0.03774522,-0.12593131,0.07523664,-0.08613855,-0.013768095,-0.03749847,0.02810719,0.0060559693,0.11295024,-0.022718532,0.11088823,-0.19912577,0.023735393,-0.01045053,0.023245575,-0.027663704,-0.066472,0.008087908,0.09284063,-0.10559784,0.15106371,-0.01930059,0.032318242,-0.056764886,-0.037279945,-0.03152469,0.017273482,-0.013796473,0.08450461,-0.097410135,-0.01178646,-0.07967348,-0.12706189,-0.026796972,-0.14444888,-0.1549707,-0.008521039,-0.071347825,-0.021564644,-0.10623082,0.11784115,-0.0057851514,0.16227181,-0.033674315,-0.1846271,-0.030051516,-0.08768211,0.05333508,-0.01448181,-0.16743793,0.15101075,0.043322526,-0.02211361,0.100413136,0.04037388,-0.061671272,0.13192359,0.023803905,0.17904633,0.018923221,0.022475863,0.12673737,-0.18877296,-0.05184875,-0.113660745,0.09830268,-0.015207726,0.076972,-0.05789261,-0.17962776,-0.08328153,-0.14610972,0.029959973,-0.088065445,-0.04526752,-0.05259592,-0.0748103,0.07327244,-0.022096433,-0.034571044,0.03984254,-0.0913118,0.12355982,-0.29972103,0.02091255,-0.14300194,-0.0043809894,-0.057229117,0.14594051,0.077255115,-0.0030225767,0.11419143,0.015545333,0.026077008,-0.12927411,-0.05604338,-0.06488607,-0.0030679298,0.037988525,-0.10561489,-0.06105345,0.09808185,-0.30581182,0.005826597,-0.17934892,-0.00358053,0.06475714,0.21412487,0.03405876,-0.15241595,0.07168109,0.027141754,-0.07511141,0.042424213,0.0058495663,-0.019316748,0.20633414,0.12201589,-0.017343596,-0.20259447,0.07361665,-0.029604433,0.14065738,-0.06713219,0.09757432,-0.006133078,-0.17667398,0.23542903,0.04628022,-0.07224512,0.12746242,0.104259714,-0.019171093,0.032530084,0.06893548,-0.1031208,0.21667075,0.032895345,0.098583214,0.17327416,0.052988593,0.03686599,0.12018667,0.094675615,-0.09511023,0.04304395,0.13149165,0.016842652,-0.050322395,0.11904826,-0.018301236,-0.1703261,-0.0820967,0.0909441,-0.008565672,-0.0017730589,-0.054490432,-0.09338609,0.008144689,0.0092597455,-0.16614754,-0.119622424,0.050188154,0.0546121,0.04504137,0.048476752,0.08415616,-0.036267262,0.057947323,-0.08241109,-0.12979068,-0.057350654,0.045419727,-0.14332958,0.0041788346,0.25043678,-0.024805553,0.063132904,0.06984303,0.06505554,0.08331627,-0.28208676,0.12235847,-0.046755463,0.074966066,0.07708563,0.12018607,0.16221642,0.12568524,-0.050096374,0.07237433,0.15241577,-0.116548896,-0.06416251,0.122952946,0.25946987,-0.17769943,-0.02288519,0.105920084,0.053281814,-0.12686913,-0.019498387,-0.034987453,0.034096196,-0.024322849,0.021988308,0.1177219,0.043773014,0.16070002,0.05462236,0.11636392
Hexgold~Slash,0.13132466,-0.20386788,0.14271858,-0.1217636,0.047074057,0.09687403,0.026935894,0.13531688,0.08454928,-0.053858947,-0.03711118,0.011820064,0.024399033,-0.07573182,0.11594694,0.02863741,0.056559756,0.15281768,-0.11108237,-0.053992536,-0.06640861,-0.10783868,-0.032950085,0.0455837,0.025437918,-0.021036385,-0.062487014,0.03453035,0.1796667,-0.08125937,-0.12356883,0.18392174,0.0049416753,0.10281721,-0.12637232,0.05829937,0.08624339,0.06103975,0.020963857,0.12941112,0.07145103,-0.1566082,0.10087048,0.089672655,-0.08590524,0.21495928,-0.09988848,-0.025734166,0.081177525,-0.0031488887,-0.14507207,0.11616401,0.19789582,0.053400166,0.028360551,0.061607834,0.04900362,-0.14345591,-0.07337922,-0.028852614,-0.19691071,-0.06493106,0.03651929,0.10162547,-0.13105306,0.016128553,0.07913001,0.03868875,-0.08050401,0.049441647,-0.04069843,-0.044456515,0.18082036,0.12501636,-0.039284993,-0.010711822,0.10058809,-0.030440021,-0.07040189,-0.060714234,-0.0781231,-0.124097206,-0.086977795,-0.17817071,-0.09845788,0.13637924,0.18134254,0.12625284,-0.037412923,-0.107578784,-0.017864987,-0.009736802,0.012803713,-0.049624134,-0.01273358,0.030952698,-0.12622295,-0.3047092,0.019390846,0.18798564,-0.09253292,0.19692951,0.040623557,-0.13058671,0.08696993,0.119903184,-0.24000685,-0.25700727,-0.2226537,0.0032172096,0.10319822,-0.03390052,0.20380755,0.11075663,-0.11166755,0.041644257,0.09002172,-0.02285444,-0.080035985,0.08347499,-0.0437689,0.05823956,0.20369878,-0.04309583,0.023291629,0.22979149,-0.021125643,-0.100762166,-0.09871184,-0.14446397,-0.106542386,0.05401935,0.015878167,-0.008695838,0.023374315,0.12658668,-0.013548359,0.05773353,0.0048168604,-0.019230243,-0.26728863,0.028057573,0.086298905,-0.12062312,-0.18405508,-0.027796706,-0.013942353,-0.29621947,0.064734,-0.07184877,-0.013239409,0.060326092,-0.058356266,0.061199747,-0.120852575,-0.015559221,0.075373046,0.13170461,-0.08772808,0.15964045,0.009996328,0.23359673,0.03230156,0.14282231,-0.19029991,0.093265414,-0.055123527,-0.06453267,-0.0706411,-0.028323641,-0.0037297541,-0.058386706,0.08134285,0.02324293,-0.018281542,-0.08319777,0.030201528,-0.12147599,-0.0032079131,-0.0035785234,-0.084183924,0.11965309,-0.012080449,-0.0960832,-0.003019583,0.00258227,0.069127604,-0.07477736,0.07213069,-0.10414506,-0.10566655,0.18558326,-0.1632719,-0.07019988,0.010326465,0.08269512,-0.13455543,0.095330365,0.12710677,0.03534023,-0.08616265,0.062247097,-0.09827634,-0.07451299,0.011065898,-0.14946222,-0.12063582,0.02981282,0.10813472,-0.05264536,0.21608347,-0.022249715,0.091825865,-0.06346392,-0.02832776,-0.0723682,-0.18939506,0.13929643,-0.20085007,-0.13336074,0.09829647,-0.0112607265,-0.075330265,0.15391369,0.07014765,0.027819738,-0.1825586,0.07040954,0.1314285,0.119928375,-0.17554213,0.14331606,0.22100684,0.06724937,0.0783401,0.023150902,0.082494296,-0.025796873,-0.061849486,-0.083960086,0.03025648,-0.10589844,0.10522606,0.038046606,-0.103760876,-0.088240415,-0.11934574,0.063426696,-0.14332655,0.008404136,-0.16264172,0.1352981,-0.053062532,0.062032145,0.22580588,-0.030381484
Barbed~Batterfist,0.12082735,-0.20800781,0.1439198,-0.07410684,0.11064071,0.11347062,0.019697377,0.14733335,0.1468691,-0.041047968,-0.094746806,0.0040419367,-0.018393718,-0.042491842,0.16535501,-0.028189171,0.08746245,0.21613064,-0.11440332,-0.09407772,-0.069563664,-0.24535319,-0.09521606,0.09495301,0.059847567,0.016852185,0.0010606168,0.06936494,0.23190951,-0.09119177,-0.0742453,0.18056089,-0.01207624,0.06275483,-0.14279692,0.05878251,0.053594116,0.1003426,0.032892667,0.064915046,0.16711707,-0.14767575,0.19246776,0.07801678,-0.1309474,0.1696829,-0.13766734,0.0055543263,0.13440837,0.036057234,-0.2324029,0.11772645,0.22558814,0.08413039,-0.02113869,0.06529908,0.058222838,-0.20425503,0.009875129,-0.03291775,-0.21716335,-0.038748723,-0.0003383642,0.2008612,-0.13658458,-0.0197483,0.14219111,-0.044404317,-0.12647615,-0.008450499,-0.015196652,-0.00034995354,0.23430516,0.090011165,-0.024967562,0.09791773,0.12716548,-0.041626465,-0.12217569,-0.07061679,-0.09839763,-0.11065849,-0.056981318,-0.26864377,0.016782593,0.17199185,0.22111256,0.25364304,-0.004593049,-0.08632244,0.115482315,0.10583895,0.06487312,0.06500196,-0.029879188,0.08541751,-0.09490472,-0.2784894,-0.054033667,0.2466966,0.048159212,0.25551647,0.12912504,-0.18831478,0.087986186,0.062636785,-0.25558233,-0.23488754,-0.2129152,0.049907167,0.105230615,-0.039124366,0.094266154,0.12561318,-0.14125367,0.033874046,0.12659392,-0.0840391,-0.08103894,0.042812984,-0.07293768,0.0788175,0.20750916,-0.018834725,-0.044608347,0.28325108,-0.03959881,-0.25492576,-0.06274805,-0.22036286,-0.0750869,0.018098846,0.008063223,-0.05148227,0.044819657,0.10226247,-0.048541777,0.11238122,0.020111818,-0.06612402,-0.40132836,0.040586285,0.06523686,-0.08284869,-0.22944394,-0.032497842,-0.012587668,-0.28654748,-0.015752073,-0.04768772,-0.09246233,0.0127164535,-0.063261844,0.0586769,-0.15100856,-0.036931932,0.06870602,0.22546008,-0.11068116,0.079062186,0.060139522,0.32577616,0.02723721,0.20990232,-0.16706765,0.104244456,-0.15684985,-0.08247255,-0.09642264,0.07236647,-0.01742924,-0.04882373,0.06839027,0.016639987,-0.07475897,-0.05672885,0.005086696,-0.10805954,-0.026169542,-0.08679976,-0.06745656,0.067375496,-0.05479017,-0.14339726,-0.045491844,-0.01073087,0.054321125,-0.068889156,0.11392348,-0.11172815,-0.053937152,0.1634238,-0.15912482,-0.06490045,-0.06944071,0.08194093,-0.02188907,0.07381762,0.20818318,0.044087905,-0.11594076,0.013144208,-0.0849493,-0.091180526,0.023415793,-0.0583159,-0.18291496,-0.030709216,0.030113028,-0.12094125,0.23540445,-0.050553177,0.16226827,-0.014687741,0.04216789,-0.027623415,-0.22264622,0.08279032,-0.21141021,-0.14706519,0.04165962,-0.029037315,-0.0005779714,0.22255892,0.16000408,-0.06575892,-0.074240364,-0.0072632274,0.14252032,0.12307716,-0.09110702,0.21114062,0.16765042,0.13291076,0.07808113,0.14168738,0.16094291,-0.040436167,-0.09544091,-0.024700083,-0.010446203,-0.12434748,0.017739572,-0.11171499,-0.25002977,-0.17493032,-0.17147605,0.046131294,-0.18866386,0.075148955,-0.2082535,0.13229369,-0.093894325,0.044818923,0.23950915,0.0089276675
Volt~Charge,0.11347456,-0.17299418,0.14269578,-0.1846156,0.04680742,0.040964305,-0.037309237,0.14891857,0.101035036,-0.033703446,-0.03193019,0.013717353,0.0015782967,-0.05408218,0.059575774,0.049060185,-0.012367483,0.10927935,-0.121396355,0.048400223,-0.14097531,-0.121018924,-0.08459655,0.029373787,-0.016703798,-0.040132087,-0.045456983,0.05446586,0.17812218,-0.08244527,-0.08778831,0.1368839,0.037402116,0.0808251,-0.19282056,0.083154045,0.07832226,0.069924444,-0.0571739,0.14097942,0.077865474,-0.15996777,0.05467809,0.11913999,-0.12900095,0.25766438,-0.07411409,-0.055829898,0.020128945,-0.039209634,-0.12362704,0.11398222,0.17912138,-0.017997265,0.094800405,0.12444458,0.05220028,-0.1400746,-0.05925711,-0.02190246,-0.15623492,-0.0034337833,0.07266041,0.092332296,-0.074766435,0.031319924,0.095252395,0.020003954,-0.10055891,0.02288999,-0.101569705,0.032557357,0.14791963,0.09775389,-0.0017141317,-0.012848406,0.081903204,-0.009143528,-0.10631783,-0.05582231,-0.07661502,-0.059622154,-0.04817061,-0.1732509,-0.046868652,0.14691998,0.15555792,0.117454894,-0.08968393,-0.15650328,-0.010057129,-0.043684166,-0.03232172,-0.049448367,0.011663273,0.036650565,-0.07981209,-0.32488006,0.13095404,0.16863766,-0.09808674,0.18249592,0.08763015,-0.15447241,0.04074958,0.074231744,-0.22531904,-0.2909315,-0.19460475,-0.02024252,0.14048871,0.026853468,0.21266022,0.04206124,-0.11467136,0.07395485,0.073968664,-0.022234593,-0.106830604,0.083194874,-0.031177651,0.04509762,0.19171254,-0.00867893,0.014730342,0.2237449,0.012756407,-0.08392733,-0.10379431,-0.13283461,-0.091263935,0.07909322,0.0010714274,-0.034622226,0.0343056,0.13703729,-0.03522313,0.08792783,-0.054313734,0.0015885839,-0.2126918,0.034621812,0.11718441,-0.108447544,-0.14940897,-0.0010336789,0.025753662,-0.2340116,0.06498484,-0.07917372,-0.0463258,0.09405757,-0.07053999,0.01626835,-0.12478396,0.029152084,0.034457177,0.16386384,-0.09153772,0.20409957,-0.010231944,0.26495776,0.028953081,0.14845163,-0.1945529,0.07753441,-0.08423003,-0.05139945,-0.1348804,-0.038253263,-0.018246757,-0.12231308,0.08477689,0.0028337748,-0.06505207,-0.042979997,0.08667928,-0.14556146,0.034525115,0.04312772,-0.04368965,0.10475189,0.026382053,-0.10575865,-0.024361005,-0.0050035752,0.05590579,-0.03538986,0.045010157,-0.111796536,-0.10858584,0.17752415,-0.19258502,-0.072603874,0.01380462,0.07796756,-0.13627708,0.09238756,0.06564653,-0.0110178245,-0.11171619,0.078878544,-0.080951616,-0.034035034,0.01713756,-0.17878407,-0.0780579,0.0085164765,0.052072376,-0.055598043,0.18581124,0.010753138,0.06797978,-0.07997151,-0.07616968,-0.04204534,-0.17913672,0.17037414,-0.18978928,-0.14636967,0.10538005,0.03884714,-0.062336817,0.12258691,0.0859215,0.020902073,-0.15310565,0.047376286,0.15070663,0.149678,-0.14360353,0.18324776,0.20096932,0.08118103,0.05209076,0.013885947,0.117991254,-0.07083728,-0.07261183,-0.06783324,0.009394137,-0.11708459,0.013311267,0.113888726,-0.09273886,-0.073643625,-0.16199377,0.042508148,-0.0642827,-0.025334405,-0.14741883,0.18465008,-0.052891836,0.057276737,0.18363991,0.0014502478
